CD_SETOR,CD_FCU,NM_FCU,CD_MUN,NM_MUN,CD_UF,NM_UF,total_fcu_mun,total_setores_mun,total_fcu_uf,total_setores_uf,total_municipios_uf
230440005220039,23044000835,Parque Alto Alegre,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
355030843000249,35503081817,Buraco do Sapo,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
310780220000005,31078020002,Areião,3107802,Bom Jesus do Galho,31,Minas Gerais,2,3,653,1691,59
150140275000356,15014020006,Área das Malvinas,1501402,Belém,15,Pará,214,1156,723,2460,43
150420805000510,15042080006,Nossa Senhora Aparecida,1504208,Marabá,15,Pará,21,88,723,2460,43
150140245000494,15014020071,Mata Fome,1501402,Belém,15,Pará,214,1156,723,2460,43
355030876000471,35503080810,Fazenda da Juta / Fazenda da Juta IV,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330455705300455,33045571283,Rua Myron Clark,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030822000500,35503081330,Canto da Noite / Mar Desconhecido,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330455705150237,33045570902,"Rua Felizardo Fortes, nº 276",3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
260290220000114,26029020047,Xaréu,2602902,Cabo de Santo Agostinho,26,Pernambuco,59,212,849,2381,33
292740805130095,29274080255,Periperi,2927408,Salvador,29,Bahia,262,1822,572,2484,28
260345405100029,26034540022,Comunidade da Asa Branca,2603454,Camaragibe,26,Pernambuco,24,46,849,2381,33
320520010070014,32052000015,Pedra dos Búzios,3205200,Vila Velha,32,Espírito Santo,61,188,516,1194,49
330455705211366,33045570715,Vila Nova Esperança,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
320520010080014,32052000001,Alecrim,3205200,Vila Velha,32,Espírito Santo,61,188,516,1194,49
211130005000717,21113000051,Vila Cascavel,2111300,São Luís,21,Maranhão,100,548,198,872,14
261160605230783,26116060627,Encanta Moça,2611606,Recife,26,Pernambuco,295,779,849,2381,33
352310705000434,35231070030,Pequeno Coração II,3523107,Itaquaquecetuba,35,São Paulo,69,146,3123,7995,92
160030305000626,16003030071,Equatorial,1600303,Macapá,16,Amapá,83,216,121,314,6
260760405000112,26076040010,Por do Sol,2607604,Ilha de Itamaracá,26,Pernambuco,10,20,849,2381,33
354780908000221,35478090079,Ipiranga II,3547809,Santo André,35,São Paulo,76,210,3123,7995,92
292740805060063,29274080337,Nordeste de Amaralina,2927408,Salvador,29,Bahia,262,1822,572,2484,28
150370505000102,15037050005,Portelinha,1503705,Itupiranga,15,Pará,2,2,723,2460,43
130260305120006,13026030206,Loteamento Riacho Doce I,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
130260305100178,13026030280,Mauazinho,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
130260305120494,13026030252,Conjunto Braga Mendes,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
130260305140034,13026030079,Comunidade São Lucas,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
150080005000276,15008000013,Floresta Parque,1500800,Ananindeua,15,Pará,124,448,723,2460,43
221100105070092,22110010164,Vila Firmino Filho,2211001,Teresina,22,Piauí,170,369,173,372,3
270030005000242,27003000007,Frei Damião,2700300,Arapiraca,27,Alagoas,9,12,251,413,17
330455705220086,33045570698,"Avenida Santa Cruz, nº 3.556 / Marco",3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
351060930000327,35106090087,Comunidade Eduardo Augusto Mesquita,3510609,Carapicuíba,35,São Paulo,66,133,3123,7995,92
521560320000032,52156030002,"Planalto Das Perdizes, Santa Bárbara E Itapeti",5215603,Padre Bernardo,52,Goiás,1,5,152,242,24
351880010000631,35188000194,Jardim Fátima,3518800,Guarulhos,35,São Paulo,170,403,3123,7995,92
330455705060018,33045570170,Quinta do Caju,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
292740805220807,29274080167,Invasão das Barreiras,2927408,Salvador,29,Bahia,262,1822,572,2484,28
312980610000159,31298060009,Lajinha,3129806,Ibirité,31,Minas Gerais,24,72,653,1691,59
260790115000295,26079010149,Santo Antônio Alto,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
351350405000206,35135040012,Vila Esperança,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
150080005000375,15008000032,Una,1500800,Ananindeua,15,Pará,124,448,723,2460,43
130260305070143,13026030276,São Raimundo,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
293135005000276,29313500003,Padre Aparecido,2931350,Teixeira de Freitas,29,Bahia,4,7,572,2484,28
355030893000086,35503080203,Vila Prudente,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
211130005001492,21113000041,Coroado,2111300,São Luís,21,Maranhão,100,548,198,872,14
150140255000505,15014020067,Caraparu,1501402,Belém,15,Pará,214,1156,723,2460,43
330455705320195,33045570307,Parque Proletário Engenho da Rainha,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
510340305000007,51034030032,Novo Paraíso,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
351060930000139,35106090072,Reciclagem,3510609,Carapicuíba,35,São Paulo,66,133,3123,7995,92
355030830000645,35503081230,Santo Antônio II,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
260940205000143,26094020026,Nossa Senhora da Conceição,2609402,Moreno,26,Pernambuco,20,40,849,2381,33
355030872000177,35503080803,Mangue,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
230440005240181,23044000764,Comunidade 7 de setembro mutirão,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
150080005000301,15008000049,Elo Perdido I,1500800,Ananindeua,15,Pará,124,448,723,2460,43
355700605000259,35570060019,Capoavinha,3557006,Votorantim,35,São Paulo,9,13,3123,7995,92
150442205000102,15044220043,Novo Horizonte II,1504422,Marituba,15,Pará,48,130,723,2460,43
150080005000786,15008000113,Riacho Belo,1500800,Ananindeua,15,Pará,124,448,723,2460,43
260790110000224,26079010133,Gameleira,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
330330205000167,33033020004,Morro do Cavalão,3303302,Niterói,33,Rio de Janeiro,83,209,1724,4895,53
130260305070071,13026030240,Compensa II A,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
330455705230769,33045570934,Bairro Fernão Magalhães,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330455705300363,33045570095,Fazenda Botafogo / Margem da Linha,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
313130710000115,31313070020,Barra Alegre,3131307,Ipatinga,31,Minas Gerais,19,52,653,1691,59
351870105000293,35187010076,Praia do Góes,3518701,Guarujá,35,São Paulo,55,201,3123,7995,92
355030830000895,35503080209,Avenida Belmira Marin,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
430760905000132,43076090005,Vila Perimetral,4307609,Estância Velha,43,Rio Grande do Sul,2,2,481,901,53
330455705120050,33045570004,Barreira do Vasco,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
261160605220574,26116060708,Parque Residencial Alto dos Milagres,2611606,Recife,26,Pernambuco,295,779,849,2381,33
330455705240151,33045570205,Vala do Sangue,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
350635905000392,35063590003,Núcleo Vicente de Carvalho,3506359,Bertioga,35,São Paulo,24,42,3123,7995,92
130370005000002,13037000001,Igarapé do Franco,1303700,Santo Antônio do Içá,13,Amazonas,6,14,392,2019,30
260170605000155,26017060005,Comunidade Loteamento Tereza Mendonça,2601706,Belo Jardim,26,Pernambuco,6,7,849,2381,33
250750705000250,25075070075,Ninho da Perua,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
355030823000359,35503080370,Jardim Beatriz,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
240810205090325,24081020102,Condomínio Village de Prata,2408102,Natal,24,Rio Grande do Norte,73,218,101,259,5
130420305000151,13042030014,São José B,1304203,Tefé,13,Amazonas,11,26,392,2019,30
292740805270131,29274080315,Alto da Sereia,2927408,Salvador,29,Bahia,262,1822,572,2484,28
510340310430301,51034030004,Região do Passaredo,5103403,Cuiabá,51,Mato Grosso,47,125,58,143,5
330455705220107,33045570203,Tibagi,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
130340305000132,13034030005,Invasão União,1303403,Parintins,13,Amazonas,16,37,392,2019,30
150140255000261,15014020050,Bacia do Tucunduba Canudos,1501402,Belém,15,Pará,214,1156,723,2460,43
314480505000321,31448050003,Chácara Bom Retiro,3144805,Nova Lima,31,Minas Gerais,13,19,653,1691,59
150080005000026,15008000045,Conjunto Girassol,1500800,Ananindeua,15,Pará,124,448,723,2460,43
330510910000178,33051090028,Dique II,3305109,São João de Meriti,33,Rio de Janeiro,35,80,1724,4895,53
260960005000461,26096000131,Jardim Brasil - Canal da Malária,2609600,Olinda,26,Pernambuco,66,218,849,2381,33
292740805180047,29274080264,Represa de Pirajá,2927408,Salvador,29,Bahia,262,1822,572,2484,28
312410405000251,31241040009,Santa Cecília com Limite com Ribeirão das Neves,3124104,Esmeraldas,31,Minas Gerais,8,13,653,1691,59
150140245000437,15014020079,Boa Conquista,1501402,Belém,15,Pará,214,1156,723,2460,43
270430205110297,27043020152,Grota da Alegria A,2704302,Maceió,27,Alagoas,192,339,251,413,17
230440005200264,23044000081,Lagamar,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
140010005000038,14001000001,Monte das Oliveiras,1400100,Boa Vista,14,Roraima,10,16,10,16,1
355030817000356,35503081434,Galinha D'Água,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
411820405000066,41182040027,Nilson Neves,4118204,Paranaguá,41,Paraná,42,97,636,937,41
292740805220765,29274080293,Pernambués,2927408,Salvador,29,Bahia,262,1822,572,2484,28
330455705310250,33045570920,Areal,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
120040105000698,12004010054,Santa Inês,1200401,Rio Branco,12,Acre,47,108,79,156,4
211130005000663,21113000074,Cidade Olímpica,2111300,São Luís,21,Maranhão,100,548,198,872,14
330455705220638,33045570555,Saibreira,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
351060910000036,35106090048,Rua Bootes / Raquel de Queiroz,3510609,Carapicuíba,35,São Paulo,66,133,3123,7995,92
330455705200585,33045570660,Moisés Santana,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
411990505000670,41199050043,Vila Pina,4119905,Ponta Grossa,41,Paraná,64,88,636,937,41
292740805180717,29274080048,Monte Tabor,2927408,Salvador,29,Bahia,262,1822,572,2484,28
351870110000299,35187010079,Vila Nova Morrinhos,3518701,Guarujá,35,São Paulo,55,201,3123,7995,92
150150110000063,15015010018,Novo Hoirizonte,1501501,Benevides,15,Pará,27,59,723,2460,43
230440005240225,23044000812,Loteamento Walter Machado,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
230370905000307,23037090004,Vila Nova,2303709,Caucaia,23,Ceará,52,105,702,1697,30
320090405000056,32009040005,Bambé,3200904,Barra de São Francisco,32,Espírito Santo,13,32,516,1194,49
310620005650358,31062000095,Pedreira Prado Lopes,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
130190205000096,13019020010,Bairro da Paz,1301902,Itacoatiara,13,Amazonas,17,48,392,2019,30
330070420000259,33007040041,Área Alagável - Chácaras do Gargoá - Norte,3300704,Cabo Frio,33,Rio de Janeiro,42,138,1724,4895,53
351060905000196,35106090035,Jardim Hermínia,3510609,Carapicuíba,35,São Paulo,66,133,3123,7995,92
352220805000649,35222080018,Jardim Idemori,3522208,Itapecerica da Serra,35,São Paulo,20,39,3123,7995,92
261160605200624,26116060803,Canal do Banorte - Vila Maria,2611606,Recife,26,Pernambuco,295,779,849,2381,33
150180805000088,15018080001,Parque Universitário,1501808,Breves,15,Pará,5,10,723,2460,43
350950235000158,35095020172,Núcleo Residencial União Popular,3509502,Campinas,35,São Paulo,118,302,3123,7995,92
330452405000494,33045240016,Serramar,3304524,Rio das Ostras,33,Rio de Janeiro,9,25,1724,4895,53
313170305000020,31317030003,Madre Maria de Jesus,3131703,Itabira,31,Minas Gerais,3,5,653,1691,59
330455705210678,33045570792,Rua Sargento Paulo Moreira,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
351570705000254,35157070045,Vila Piauí,3515707,Ferraz de Vasconcelos,35,São Paulo,38,85,3123,7995,92
330455705210931,33045570014,Rio das Pedras,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
520551305000051,52055130004,Primar,5205513,Cocalzinho de Goiás,52,Goiás,3,3,152,242,24
150140255000496,15014020057,Baixada do Guamá,1501402,Belém,15,Pará,214,1156,723,2460,43
260790115000261,26079010125,B13,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
150140255000303,15014020007,Baixadas da Estrada Nova Jurunas,1501402,Belém,15,Pará,214,1156,723,2460,43
330455705360088,33045570132,Parque Roquete Pinto,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030893000214,35503080664,Jacaraípe,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330455705300306,33045570119,Bairro da Pedreira,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
260290205000181,26029020013,Novo Horizonte,2602902,Cabo de Santo Agostinho,26,Pernambuco,59,212,849,2381,33
310620060660425,31062000351,Mirante do Tupi,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
410690205040396,41069020484,Nossa Senhora de Fátima,4106902,Curitiba,41,Paraná,166,254,636,937,41
292740805180012,29274080260,Mata Escura,2927408,Salvador,29,Bahia,262,1822,572,2484,28
261060805000106,26106080002,Belém,2610608,Paudalho,26,Pernambuco,14,29,849,2381,33
280030805000584,28003080026,Ocupação do Paraíso do Sul (Sul),2800308,Aracaju,28,Sergipe,95,226,185,410,12
330490420000377,33049040016,Morro do Patronato,3304904,São Gonçalo,33,Rio de Janeiro,63,114,1724,4895,53
130260305060088,13026030194,Igarapé do Mestre Chico A,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
250750705001622,25075070060,Ernani Satiro,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
260790120000099,26079010056,Rua Nacional - Curado IV,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
354780905001173,35478090107,Bom Pastor,3547809,Santo André,35,São Paulo,76,210,3123,7995,92
320500220000196,32050020028,Residencial Jacaraípe,3205002,Serra,32,Espírito Santo,68,201,516,1194,49
355030824000236,35503081065,Joaquim Meira Siqueira,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
280030805001239,28003080106,Ocupação das Areias,2800308,Aracaju,28,Sergipe,95,226,185,410,12
270430205090227,27043020015,São Francisco,2704302,Maceió,27,Alagoas,192,339,251,413,17
150150105000101,15015010003,Canaã,1501501,Benevides,15,Pará,27,59,723,2460,43
150442205000052,15044220013,Almir Gabriel,1504422,Marituba,15,Pará,48,130,723,2460,43
250180705000197,25018070002,Jesus de Nazaré,2501807,Bayeux,25,Paraíba,23,38,282,572,12
351880010000083,35188000123,Sítio São Francisco,3518800,Guarulhos,35,São Paulo,170,403,3123,7995,92
330455705390158,33045570291,Bairro Proletário do Dique,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
260790110000079,26079010145,Monte Verde II,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
292740805220595,29274080295,Beiru / Tancredo Neves,2927408,Salvador,29,Bahia,262,1822,572,2484,28
221100105070378,22110010067,Padre Cícero,2211001,Teresina,22,Piauí,170,369,173,372,3
250180705000078,25018070010,São Lourenço,2501807,Bayeux,25,Paraíba,23,38,282,572,12
310620005640104,31062000082,Tiradentes,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
311860105270026,31186010062,Vila Bastilha,3118601,Contagem,31,Minas Gerais,49,102,653,1691,59
330260115000033,33026010016,Vila Benedita,3302601,Mangaratiba,33,Rio de Janeiro,12,23,1724,4895,53
330455705350137,33045570407,Morro da Baiana,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
355030863000378,35503080175,Paquetá I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
420540705000409,42054070052,Sol Nascente,4205407,Florianópolis,42,Santa Catarina,45,81,161,245,24
330390610000181,33039060018,Bonfim Urbano - Corrêas,3303906,Petrópolis,33,Rio de Janeiro,42,91,1724,4895,53
351500405000806,35150040052,Rodoanel,3515004,Embu das Artes,35,São Paulo,59,120,3123,7995,92
260410605000913,26041060045,Morro do Bom Jesus,2604106,Caruaru,26,Pernambuco,33,66,849,2381,33
292740805210076,29274080163,Antônio Balbino,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030858000416,35503081831,Chácara do Meio / Jd. Apura / Portal Ecol,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330190020000014,33019000013,Vila Portuense,3301900,Itaboraí,33,Rio de Janeiro,13,23,1724,4895,53
355030811000447,35503080386,Lagoa da Serra,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355100905000470,35510090023,Comeca,3551009,São Vicente,35,São Paulo,38,168,3123,7995,92
352310705000392,35231070013,Núcleo Vila Monte Belo,3523107,Itaquaquecetuba,35,São Paulo,69,146,3123,7995,92
150080005000410,15008000112,Jardim Dom Bosco,1500800,Ananindeua,15,Pará,124,448,723,2460,43
317020605000855,31702060004,Maná,3170206,Uberlândia,31,Minas Gerais,24,76,653,1691,59
292740805220322,29274080295,Beiru / Tancredo Neves,2927408,Salvador,29,Bahia,262,1822,572,2484,28
260960005000678,26096000051,V8 - V9,2609600,Olinda,26,Pernambuco,66,218,849,2381,33
221100105070282,22110010089,Santa Bárbara,2211001,Teresina,22,Piauí,170,369,173,372,3
351510310000057,35151030003,Favela do Granjinha,3515103,Embu-Guaçu,35,São Paulo,4,4,3123,7995,92
431440705180130,43144070021,Obelisco - Domingos de Almeida,4314407,Pelotas,43,Rio Grande do Sul,36,72,481,901,53
353440105001914,35344010177,Luiz Bonfá - RC,3534401,Osasco,35,São Paulo,84,204,3123,7995,92
250320905000077,25032090004,Jardim Gama,2503209,Cabedelo,25,Paraíba,25,51,282,572,12
130260305140062,13026030078,Nova Conquista,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
270430205110302,27043020153,Travessa Norma Pimentel,2704302,Maceió,27,Alagoas,192,339,251,413,17
230765005000253,23076500023,Colonia Antonio Justa,2307650,Maracanaú,23,Ceará,16,23,702,1697,30
230440005200055,23044000822,Novo Renascer/Paupina,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
210300005000250,21030000002,Luíza Queiroz,2103000,Caxias,21,Maranhão,3,9,198,872,14
330455705190406,33045570624,Jardim do Carmo,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
351500405000159,35150040040,Nonoai,3515004,Embu das Artes,35,São Paulo,59,120,3123,7995,92
355030858000208,35503080894,Sete Praias I,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330350005190117,33035000129,Bairro Vila Formosa PAL 276/52,3303500,Nova Iguaçu,33,Rio de Janeiro,58,75,1724,4895,53
130260305120370,13026030177,Conjunto Boas Novas,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
291360605000165,29136060004,Boa Vista / Mambape / Paraguai,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
330455705240541,33045570098,Linha de Austin,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330455705300098,33045570021,Gleba I - da Antiga Fazenda Botafogo,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
291360605000124,29136060004,Boa Vista / Mambape / Paraguai,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
330455705310245,33045570949,Caminho do Abreu,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
130260305140172,13026030281,Zumbi dos Palmares/Nova Luz,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
110020505080065,11002050047,Cohab III,1100205,Porto Velho,11,Rondônia,68,115,74,122,3
240810205080033,24081020100,Alto do Juruá,2408102,Natal,24,Rio Grande do Norte,73,218,101,259,5
293290305000130,29329030006,Quilombo Novo Horizonte,2932903,Valença,29,Bahia,5,11,572,2484,28
330580205000173,33058020002,Beira Linha,3305802,Teresópolis,33,Rio de Janeiro,49,141,1724,4895,53
130260305140293,13026030036,Nova Floresta,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
310620005680513,31062000329,Dandara,3106200,Belo Horizonte,31,Minas Gerais,218,702,653,1691,59
351350405000299,35135040013,Pilões,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
351380105000519,35138010136,Imbaúva,3513801,Diadema,35,São Paulo,109,203,3123,7995,92
355030823000380,35503080504,Vila Rubi,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
250750705000095,25075070079,Jardim Bom Samaritano,2507507,João Pessoa,25,Paraíba,157,330,282,572,12
330070405000162,33007040008,Jacaré,3300704,Cabo Frio,33,Rio de Janeiro,42,138,1724,4895,53
260790110000189,26079010152,Ur-11,2607901,Jaboatão dos Guararapes,26,Pernambuco,132,567,849,2381,33
120040105000719,12004010049,Bahia,1200401,Rio Branco,12,Acre,47,108,79,156,4
355030846000376,35503081298,Santa Tereza III,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
150080005000821,15008000014,Sare,1500800,Ananindeua,15,Pará,124,448,723,2460,43
330455705090226,33045570051,Morro Azul,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
330455705211413,33045570715,Vila Nova Esperança,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
292740805210253,29274080163,Antônio Balbino,2927408,Salvador,29,Bahia,262,1822,572,2484,28
355030843000966,35503081254,Costa do Valado,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030843000252,35503081974,Sítio Arizona / Jd. Vila do Sol,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030843000692,35503080474,Jardim São Manoel,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
355030896000060,35503082137,Nossa Senhora Aparecida / Jardim Aurora,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
230440005210265,23044000559,Rua Willys Saraiva,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
352310705000737,35231070077,Jardim Pinheirinho,3523107,Itaquaquecetuba,35,São Paulo,69,146,3123,7995,92
292740805260307,29274080304,Terra Nova,2927408,Salvador,29,Bahia,262,1822,572,2484,28
354340205000976,35434020035,Trilhos,3543402,Ribeirão Preto,35,São Paulo,47,76,3123,7995,92
355030881000508,35503082170,Jardim Filhos da Terra,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
351350405000328,35135040012,Vila Esperança,3513504,Cubatão,35,São Paulo,12,80,3123,7995,92
530010805370166,53001080089,26 de Setembro,5300108,Brasília,53,Distrito Federal,62,349,62,349,1
260410605000604,26041060003,Vila Feliz,2604106,Caruaru,26,Pernambuco,33,66,849,2381,33
261160605230849,26116060648,Entra a pulso,2611606,Recife,26,Pernambuco,295,779,849,2381,33
150080005000437,15008000053,Jarderlândia,1500800,Ananindeua,15,Pará,124,448,723,2460,43
292740805220012,29274080233,Invasão do Mangue Seco,2927408,Salvador,29,Bahia,262,1822,572,2484,28
130260305120846,13026030039,Cidade de Deus/Alfredo Nascimento,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
280480512000024,28048050013,Invasão Interna do Loteamento Jardim Pai André,2804805,Nossa Senhora do Socorro,28,Sergipe,44,119,185,410,12
150680705000518,15068070036,Vista Alegre do Juá,1506807,Santarém,15,Pará,39,122,723,2460,43
230440005140474,23044000358,Dunas II / Goiabeira,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
355030833000362,35503081900,Jardim Nova Vitória,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
261070705000661,26107070039,Nobre,2610707,Paulista,26,Pernambuco,41,128,849,2381,33
330190005000165,33019000006,Itaville,3301900,Itaboraí,33,Rio de Janeiro,13,23,1724,4895,53
431340905000695,43134090082,Flamengo,4313409,Novo Hamburgo,43,Rio Grande do Sul,54,84,481,901,53
330555405000048,33055540007,Jardim das Acácias,3305554,Seropédica,33,Rio de Janeiro,3,4,1724,4895,53
431340905000618,43134090087,Columbia,4313409,Novo Hamburgo,43,Rio Grande do Sul,54,84,481,901,53
330455705100477,33045570076,Pavão-Pavãozinho,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
150810005000159,15081000020,DUFH,1508100,Tucuruí,15,Pará,21,44,723,2460,43
110020505080092,11002050006,Cidade Nova II,1100205,Porto Velho,11,Rondônia,68,115,74,122,3
355030883000461,35503082229,Pullman III,3550308,São Paulo,35,São Paulo,1359,3875,3123,7995,92
330200705000044,33020070001,Ponte Preta,3302007,Itaguaí,33,Rio de Janeiro,14,20,1724,4895,53
160030305000698,16003030052,Floriano Waldeck,1600303,Macapá,16,Amapá,83,216,121,314,6
330455705250270,33045570198,Vila Joaniza,3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
292740805180328,29274080325,Beco do Bozo,2927408,Salvador,29,Bahia,262,1822,572,2484,28
291360605000339,29136060014,Csu e Rua da Paz,2913606,Ilhéus,29,Bahia,22,122,572,2484,28
351500405000412,35150040064,Augusto de Almeida Batista,3515004,Embu das Artes,35,São Paulo,59,120,3123,7995,92
160030305000144,16003030005,Ressaca Chico Dias,1600303,Macapá,16,Amapá,83,216,121,314,6
211120105000082,21112010034,Vila Roseane Sarney,2111201,São José de Ribamar,21,Maranhão,30,164,198,872,14
150140255000437,15014020010,Bacia do Tucunduba-Guamá,1501402,Belém,15,Pará,214,1156,723,2460,43
230440005180051,23044000838,Parque II Irmãos II,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
320500205000085,32050020048,Nova Carapina II,3205002,Serra,32,Espírito Santo,68,201,516,1194,49
293320805000014,29332080006,28 de Maio,2933208,Vera Cruz,29,Bahia,8,14,572,2484,28
260960005000776,26096000123,Beira Rio Peixinhos,2609600,Olinda,26,Pernambuco,66,218,849,2381,33
130180305000051,13018030002,Várzea,1301803,Ipixuna,13,Amazonas,3,6,392,2019,30
250400905000241,25040090009,Pedregal,2504009,Campina Grande,25,Paraíba,23,51,282,572,12
330100905060030,33010090003,Baleeira,3301009,Campos dos Goytacazes,33,Rio de Janeiro,30,52,1724,4895,53
351570705000126,35157070011,Deputado Cunha Bueno/Jardim Dayse,3515707,Ferraz de Vasconcelos,35,São Paulo,38,85,3123,7995,92
330455705240827,33045570687,Pantanal (RA - Santa Cruz),3304557,Rio de Janeiro,33,Rio de Janeiro,813,2846,1724,4895,53
350660705000097,35066070001,Vila Santo Antônio,3506607,Biritiba Mirim,35,São Paulo,4,7,3123,7995,92
292740805150278,29274080369,Pedra Furada,2927408,Salvador,29,Bahia,262,1822,572,2484,28
431490205002609,43149020277,Vila Timbaúva III,4314902,Porto Alegre,43,Rio Grande do Sul,125,323,481,901,53
130260305070041,13026030153,Compensa I,1302603,Manaus,13,Amazonas,236,1697,392,2019,30
230100005000064,23010000009,Morada Leste,2301000,Aquiraz,23,Ceará,6,6,702,1697,30
230440005180227,23044000880,Pantanal I C,2304400,Fortaleza,23,Ceará,503,1321,702,1697,30
330390605000245,33039060038,Morro do Alemão,3303906,Petrópolis,33,Rio de Janeiro,42,91,1724,4895,53
